,id,lat,lng,households,buildDate,score,m2,p,min_sales,max_sales,avg_sales,구
723,3707,37.60650376,127.0083851,271,200001,3.4,85,26,44960.0,59360.0,50400.0,성북구
724,24555,37.57909551,127.0306435,311,201503,3.9,76,23,64640.0,130720.0,104000.0,동대문구
725,5060,37.5809645,127.0358701,65,197811,3.5,80,24,42720.0,65120.0,53600.0,동대문구
726,19468,37.6127541,127.0258143,376,201009,3.9,79,24,73920.0,116320.0,88000.0,강북구
727,6276,37.61178635,127.0161462,1634,200504,4.0,77,23,61920.0,113440.0,80800.0,성북구
728,5054,37.58018968,127.035752,261,199911,4.6,85,26,63840.0,119840.0,96800.0,동대문구
729,2816,37.5803242,127.011787,919,199310,3.4,74,22,44960.0,61280.0,52800.0,종로구
730,6275,37.61269411,127.019073,1605,200504,4.4,79,24,64640.0,116000.0,88000.0,성북구
731,14110,37.61118841,127.0136453,52,199901,3.7,75,23,42400.0,80640.0,61600.0,성북구
732,5430,37.57852921,127.0324047,62,199810,4.5,144,44,45600.0,97600.0,80000.0,동대문구
733,14034,37.57749779,127.0189825,72,200011,0.0,62,19,35200.0,40320.0,38400.0,성북구
734,27544,37.5834425,127.006274,37,199908,4.0,57,17,32000.0,70400.0,64800.0,종로구
735,11078,37.61044103,127.0368718,1372,200607,4.0,79,24,63680.0,92960.0,78400.0,성북구
736,11092,37.61367673,127.0257104,480,200604,4.4,80,24,67040.0,119680.0,75200.0,강북구
737,73,37.57918062,127.035593,228,197706,3.7,90,27,43840.0,56000.0,48000.0,동대문구
738,10027,37.57718569,127.029497,42,200410,3.8,61,18,45600.0,83520.0,59200.0,동대문구
739,6120,37.57799215,127.0146943,113,200308,4.0,87,26,60960.0,99680.0,81600.0,종로구
740,18633,37.6139408,127.0207269,1247,201005,4.3,86,26,62240.0,96960.0,76000.0,강북구
741,6277,37.60788423,127.0058937,74,200311,4.0,85,26,46400.0,68320.0,56800.0,성북구
742,11119,37.57737943,127.0150293,78,200609,0.0,109,33,80640.0,85760.0,85600.0,종로구
743,18022,37.57603061,127.0211511,288,200903,4.2,83,25,82400.0,117760.0,95200.0,종로구
744,18404,37.61077191,127.0389922,714,201004,4.0,79,24,57760.0,77280.0,63200.0,성북구
745,2910,37.61412896,127.015902,252,198811,3.3,84,25,41120.0,63200.0,54400.0,성북구
746,20189,37.57583007,127.0315387,32,200511,0.0,74,22,44000.0,57600.0,56000.0,동대문구
747,18355,37.57718397,127.0357234,435,200902,4.3,37,11,36640.0,109120.0,62400.0,동대문구
748,14050,37.57785497,127.0099459,129,200212,0.0,65,20,15840.0,21920.0,20800.0,종로구
749,6236,37.61554862,127.0179819,2017,200312,3.9,79,24,62080.0,77120.0,68800.0,강북구
750,6025,37.60774246,127.0449658,1531,200306,4.0,87,26,48800.0,65280.0,55200.0,성북구
751,7142,37.58144093,127.0443884,88,199712,4.7,100,30,64160.0,72800.0,65600.0,동대문구
752,18398,37.6167932,127.02105,1330,201005,4.3,79,24,60160.0,114880.0,80000.0,강북구
753,6004,37.61482713,127.0365795,384,200211,4.1,91,28,65600.0,79520.0,68800.0,강북구
754,19008,37.57534945,127.0360395,844,201104,4.4,79,24,77760.0,122880.0,100800.0,동대문구
755,6003,37.61523104,127.0357098,860,200306,4.1,87,26,51360.0,86400.0,62400.0,강북구
756,6234,37.57385099,127.0161787,220,200409,3.9,104,31,97760.0,112000.0,104800.0,종로구
757,4573,37.57421884,127.0142861,529,199904,4.3,86,26,68640.0,84480.0,76000.0,종로구
758,7936,37.61519636,127.0102028,739,200606,4.3,79,24,54080.0,85600.0,66400.0,성북구
759,17117,37.61445774,127.0076702,522,200806,4.1,86,26,61760.0,99840.0,75200.0,성북구
760,17929,37.57342848,127.0362151,433,200906,4.1,80,24,83200.0,89600.0,88000.0,동대문구
761,717,37.57475546,127.0446561,225,199106,4.0,77,23,48800.0,73120.0,60800.0,동대문구
762,4069,37.57488119,127.0457022,360,199712,4.3,80,24,52160.0,90400.0,65600.0,동대문구
763,58259,37.57396243,127.04504,99,201710,5.0,82,25,72160.0,86080.0,83200.0,동대문구
764,483,37.61673567,127.0022155,264,197712,3.2,66,20,34080.0,70880.0,40000.0,성북구
765,19657,37.55267283,127.0691735,241,200903,3.8,84,25,71200.0,99360.0,80800.0,광진구
766,18278,37.55137455,127.0705982,36,200210,0.0,79,24,53600.0,56800.0,56000.0,광진구
767,21410,37.54847746,127.0697264,43,200801,4.0,89,27,71040.0,80800.0,73600.0,광진구
768,15594,37.54856727,127.0702199,79,200802,4.8,102,31,104480.0,142400.0,112800.0,광진구
769,7128,37.55216305,127.07188,56,199408,4.3,74,22,26400.0,44800.0,36000.0,광진구
770,10966,37.54799521,127.0685536,67,200610,4.6,73,22,46720.0,77600.0,64000.0,광진구
771,4210,37.55126881,127.0726261,357,199603,3.9,72,22,46720.0,85760.0,65600.0,광진구
772,17509,37.548437,127.0710888,90,200809,3.0,159,48,98880.0,190400.0,104000.0,광진구
773,15365,37.54703139,127.0711735,38,199906,4.0,103,31,39680.0,72000.0,59200.0,광진구
774,42,37.55599829,127.0708968,447,200005,4.0,86,26,41760.0,64000.0,52800.0,광진구
775,234,37.54538055,127.0653058,108,199904,3.0,79,24,61440.0,74720.0,68800.0,성동구
776,25811,37.54776878,127.0608403,52,201404,3.8,94,28,67360.0,74880.0,71200.0,성동구
777,5807,37.54450808,127.0658437,253,199905,3.9,78,24,70720.0,88320.0,79200.0,광진구
778,58065,37.5438445,127.06815,54,201901,0.0,50,15,52800.0,110560.0,94400.0,광진구
779,7673,37.54661967,127.0597304,130,200403,4.2,83,25,66240.0,88800.0,71200.0,성동구
780,7934,37.54930573,127.0575598,60,200212,5.0,87,26,50400.0,92800.0,88000.0,성동구
781,6228,37.54740688,127.0566123,656,200308,4.1,106,32,101920.0,114240.0,106400.0,성동구
782,6227,37.54604848,127.0559595,604,200309,4.4,79,24,88160.0,125120.0,111200.0,성동구
783,58328,37.56193949,127.0708604,36,201602,0.0,63,19,47200.0,55520.0,54400.0,동대문구
784,23484,37.56232341,127.0707036,31,200409,2.0,46,14,16640.0,50080.0,43200.0,동대문구
785,19714,37.56270907,127.0706406,61,200411,0.0,69,21,55040.0,92000.0,60800.0,동대문구
786,82228,37.5623318,127.063241,99,202101,0.0,22,7,34400.0,126400.0,41600.0,동대문구
787,18224,37.56304158,127.0690428,75,200611,5.0,74,22,44000.0,57280.0,56000.0,동대문구
788,79876,37.5621877,127.061919,65,201908,5.0,29,9,37440.0,40480.0,38400.0,동대문구
789,13761,37.5633122,127.0684997,79,200510,4.7,91,28,57600.0,64800.0,64000.0,동대문구
790,58040,37.53976299,127.0633327,43,201502,0.0,46,14,48000.0,75360.0,67200.0,광진구
791,22871,37.5631482,127.064498,42,200407,3.0,77,23,35200.0,65440.0,56800.0,동대문구
792,17514,37.56335746,127.07118,124,200705,4.0,71,21,56000.0,77120.0,76000.0,동대문구
793,22843,37.56132088,127.0586782,83,200711,4.3,60,18,33600.0,65440.0,60800.0,성동구
794,15224,37.56355961,127.0706369,123,200606,4.3,79,24,63360.0,69600.0,64800.0,동대문구
795,15500,37.5637329,127.0637825,98,200510,3.4,71,21,44000.0,60480.0,58400.0,동대문구
796,21297,37.5409153,127.0582187,52,200604,5.0,63,19,40800.0,98560.0,93600.0,성동구
797,27806,37.55973321,127.0803034,36,200312,4.0,49,15,42400.0,82720.0,68800.0,광진구
798,4057,37.5483623,127.051783,221,199912,4.4,80,24,58080.0,95200.0,73600.0,성동구
799,22774,37.56449138,127.0673236,31,201202,0.0,85,26,40320.0,56800.0,47200.0,동대문구
800,19446,37.56407047,127.0721405,45,200709,3.3,88,27,59680.0,66880.0,62400.0,동대문구
801,18358,37.56459155,127.0686095,67,200706,5.0,103,31,74400.0,76480.0,76000.0,동대문구
802,26235,37.56500294,127.0676773,32,201310,0.0,77,23,51200.0,76480.0,73600.0,동대문구
803,19445,37.5645207,127.072571,48,200805,0.0,110,33,69760.0,78400.0,70400.0,동대문구
804,15501,37.56491072,127.0650467,88,200511,4.0,80,24,49920.0,87040.0,76000.0,동대문구
805,11090,37.56509199,127.0694929,74,200506,5.0,101,31,58720.0,58880.0,59200.0,동대문구
806,22877,37.56494685,127.0711407,48,200505,0.0,103,31,67040.0,71680.0,69600.0,동대문구
807,9404,37.53780427,127.0726311,1177,200701,4.2,122,37,156480.0,288000.0,198400.0,광진구
808,3766,37.54358465,127.0531378,141,199708,4.4,81,25,64800.0,81440.0,70400.0,성동구
809,15452,37.54883686,127.0504346,55,200411,4.0,103,31,80480.0,99200.0,83200.0,성동구
810,20821,37.56529616,127.0653821,116,201207,4.0,74,22,55680.0,66880.0,64000.0,동대문구
811,24564,37.56383238,127.0596309,30,200502,3.0,67,20,23200.0,44000.0,36000.0,동대문구
812,11757,37.55616943,127.0846545,38,200112,4.3,88,27,55680.0,132800.0,61600.0,광진구
813,14461,37.56490137,127.0623302,71,200509,4.0,85,26,48960.0,72000.0,66400.0,동대문구
814,17034,37.56551698,127.0699641,106,200507,4.5,111,34,54880.0,54880.0,55200.0,동대문구
815,4056,37.54841171,127.0501537,283,199907,4.1,82,25,75200.0,88800.0,84000.0,성동구
816,9886,37.53691226,127.0696794,146,200603,4.3,82,25,100160.0,116960.0,112800.0,광진구
817,5941,37.53764102,127.0743508,69,200205,4.2,94,28,88800.0,106560.0,104000.0,광진구
818,21328,37.56570743,127.0646218,41,200610,4.0,72,22,32000.0,53600.0,47200.0,동대문구
819,5711,37.53926513,127.057285,146,200112,4.6,86,26,61920.0,87200.0,74400.0,성동구
820,4369,37.53673512,127.0705935,96,199203,5.0,115,35,57920.0,58400.0,58400.0,광진구
821,17024,37.56541648,127.0628286,62,200505,3.3,82,25,70720.0,87360.0,78400.0,동대문구
822,2490,37.53643014,127.068285,314,199903,4.6,82,25,64800.0,143040.0,85600.0,광진구
823,16139,37.54793985,127.0495378,49,200501,5.0,76,23,60000.0,123200.0,70400.0,성동구
824,24465,37.56618661,127.0648939,30,200401,0.0,55,17,25600.0,48640.0,43200.0,동대문구
825,52071,37.53828743,127.0779314,68,201812,0.0,62,19,64000.0,128480.0,112800.0,광진구
826,7155,37.563191,127.055644,136,199511,3.5,85,26,43680.0,73600.0,60800.0,성동구
827,331,37.54775633,127.0488542,99,199201,4.0,101,31,80480.0,80480.0,80800.0,성동구
828,3696,37.53601368,127.0716473,464,198912,3.7,71,21,63200.0,100800.0,90400.0,광진구
829,803,37.5510217,127.048291,331,199906,4.2,75,23,78080.0,110720.0,83200.0,성동구
830,27301,37.5420168,127.083634,38,200408,3.7,90,27,48000.0,72000.0,63200.0,광진구
831,6069,37.56644532,127.072428,558,200304,4.1,84,25,63680.0,116480.0,89600.0,동대문구
832,19298,37.56627457,127.0621819,157,201108,4.2,114,34,60640.0,106400.0,67200.0,동대문구
833,20059,37.53723518,127.0591029,114,200902,4.5,113,34,106720.0,117600.0,108000.0,성동구
834,12036,37.54011209,127.0817306,64,200508,3.8,70,21,47200.0,92800.0,63200.0,광진구
835,11123,37.5355034,127.0691622,131,200603,5.0,109,33,125920.0,129280.0,128000.0,광진구
836,2492,37.5363533,127.07459,625,199807,4.5,83,25,75040.0,114560.0,94400.0,광진구
837,22934,37.56725898,127.0677789,30,200312,4.0,82,25,28160.0,96640.0,64000.0,동대문구
838,15069,37.53716705,127.0584103,157,200605,3.7,91,28,64000.0,139200.0,104000.0,성동구
839,19582,37.54123529,127.0521404,445,200906,4.6,60,18,97280.0,344000.0,163200.0,성동구
840,2489,37.53530812,127.0702844,329,199608,3.7,98,30,54080.0,85600.0,74400.0,광진구
841,16658,37.5671855,127.07088,55,200406,4.7,39,12,21600.0,86400.0,54400.0,동대문구
842,12326,37.56707784,127.0629704,39,200604,0.0,58,18,30400.0,52800.0,47200.0,동대문구
843,6262,37.5478829,127.0477951,256,200310,4.2,107,32,101440.0,101600.0,101600.0,성동구
844,3765,37.550669,127.0472672,92,199706,3.0,81,25,62720.0,95680.0,71200.0,성동구
845,27697,37.5368805,127.077909,33,200309,5.0,85,26,71040.0,87200.0,82400.0,광진구
846,2934,37.5495085,127.04711,777,199710,4.0,75,23,77440.0,90400.0,83200.0,성동구
847,4387,37.53478856,127.0712569,80,199007,3.5,102,31,77920.0,77920.0,77600.0,광진구
848,7700,37.54195684,127.0504164,159,200309,4.3,76,23,93440.0,99040.0,94400.0,성동구
849,27738,37.56787357,127.0706636,89,200605,4.0,63,19,44800.0,60800.0,52000.0,동대문구
850,4397,37.54551139,127.0479882,168,199901,3.7,84,25,103520.0,103840.0,104000.0,성동구
851,10998,37.56618674,127.057695,516,200704,3.8,83,25,65120.0,116960.0,79200.0,동대문구
852,3967,37.5341956,127.070617,235,199504,4.5,71,21,59360.0,100800.0,93600.0,광진구
853,5775,37.56044932,127.0494827,133,200005,3.0,31,9,24000.0,70080.0,67200.0,성동구
854,5526,37.53518578,127.0757966,66,198912,4.0,88,27,68640.0,121280.0,107200.0,광진구
855,16399,37.56309335,127.0837251,36,199508,3.7,56,17,38400.0,60800.0,48800.0,광진구
856,21406,37.56860304,127.068165,72,200906,0.0,101,31,46400.0,52320.0,52000.0,동대문구
857,36948,37.53774261,127.0815277,264,201710,4.6,115,35,98240.0,168000.0,108000.0,광진구
858,4200,37.56639434,127.0788662,270,197605,3.5,48,15,21120.0,29440.0,25600.0,광진구
859,12037,37.56852896,127.0715471,193,200512,4.0,97,29,54400.0,64640.0,64000.0,동대문구
860,16460,37.53557786,127.0580425,30,197602,0.0,66,20,29600.0,29760.0,29600.0,성동구
861,5939,37.53374102,127.0691968,119,200204,4.7,93,28,88480.0,129600.0,111200.0,광진구
862,2491,37.5343893,127.07422,656,198809,4.0,69,21,54080.0,77760.0,64800.0,광진구
863,1237,37.53376893,127.0644494,158,199108,3.8,102,31,68640.0,71520.0,69600.0,광진구
864,37754,37.5677751,127.059635,802,201901,3.7,68,21,66560.0,95520.0,80000.0,동대문구
865,26020,37.56463196,127.0531482,66,201401,4.0,66,20,36800.0,62080.0,60000.0,성동구
866,25199,37.56899821,127.0703205,132,201312,4.7,65,20,35360.0,71680.0,60000.0,동대문구
867,2904,37.5404117,127.050035,219,199402,3.7,77,23,61440.0,88320.0,82400.0,성동구
868,58298,37.56899745,127.0708463,42,201610,0.0,71,21,51200.0,53440.0,52000.0,동대문구
869,6053,37.53344832,127.0704999,245,200210,4.5,74,22,77600.0,133760.0,124000.0,광진구
870,146,37.53534028,127.0574585,108,199402,3.8,82,25,43360.0,61440.0,50400.0,성동구
871,12437,37.5658494,127.0546884,39,199906,0.0,128,39,63200.0,66400.0,65600.0,동대문구
872,9154,37.53788755,127.0829819,98,200505,4.0,63,19,44160.0,72480.0,63200.0,광진구
873,3694,37.53337936,127.0650781,47,199512,4.0,70,21,15680.0,81760.0,75200.0,광진구
874,1241,37.53325991,127.0660058,140,199708,4.5,80,24,66080.0,87200.0,78400.0,광진구
875,5776,37.53348704,127.0720341,257,200205,4.6,108,33,125920.0,132800.0,128000.0,광진구
876,58296,37.56929243,127.0709981,80,201807,0.0,63,19,53280.0,56960.0,56000.0,동대문구
877,58317,37.56946413,127.0686191,60,201608,0.0,65,20,49600.0,55840.0,53600.0,동대문구
878,1244,37.53309006,127.0668247,204,199311,4.2,98,30,80960.0,80960.0,80800.0,광진구
879,4055,37.5352504,127.0570059,141,200008,5.0,79,24,50880.0,72800.0,64800.0,성동구
880,12328,37.53363698,127.0618471,116,200605,3.8,106,32,92000.0,122720.0,108800.0,광진구
881,15778,37.53298844,127.0680601,260,200704,4.8,104,31,109600.0,127200.0,115200.0,광진구
882,5235,37.53297664,127.0697663,252,200105,3.7,78,24,89440.0,179840.0,112000.0,광진구
883,11506,37.56960069,127.0692888,36,200204,4.7,105,32,43200.0,64800.0,57600.0,동대문구
884,10635,37.53742618,127.0830673,102,200608,4.0,103,31,85600.0,137120.0,94400.0,광진구
885,1108,37.56177597,127.0485781,270,198909,4.1,90,27,66720.0,66720.0,66400.0,성동구
886,5525,37.5332696,127.0739844,405,198907,4.2,69,21,55680.0,72960.0,65600.0,광진구
887,3968,37.53284576,127.0716578,178,199902,4.5,85,26,77120.0,139360.0,98400.0,광진구
888,3936,37.5693418,127.061709,741,200111,3.9,89,27,61760.0,82720.0,70400.0,동대문구
889,307,37.54437695,127.0459506,390,198309,4.0,57,17,48640.0,75360.0,62400.0,성동구
890,1242,37.53257531,127.0657201,355,199312,4.3,103,31,83680.0,83680.0,84000.0,광진구
891,11978,37.56647688,127.0538513,44,199406,5.0,149,45,48000.0,70400.0,59200.0,성동구
892,25670,37.56993484,127.071701,44,201312,4.3,65,20,38400.0,59200.0,58400.0,동대문구
893,2905,37.5352693,127.054987,293,199404,3.9,73,22,33920.0,73440.0,64800.0,성동구
894,2965,37.56931015,127.0601877,739,200008,3.4,79,24,58400.0,80640.0,69600.0,동대문구
895,4525,37.54103013,127.0881043,126,200010,3.6,79,24,76320.0,90400.0,88000.0,광진구
896,18437,37.53218419,127.0690324,279,200909,4.5,112,34,116320.0,222400.0,141600.0,광진구
897,58318,37.57039713,127.0693478,33,201501,0.0,66,20,59040.0,63040.0,61600.0,동대문구
898,7141,37.56693453,127.0539739,146,200109,4.5,116,35,61280.0,61280.0,61600.0,동대문구
899,3736,37.54279468,127.0462258,173,198204,3.6,58,18,35200.0,56480.0,50400.0,성동구
900,504,37.5322286,127.071571,375,199904,4.3,90,27,82560.0,141280.0,94400.0,광진구
901,68946,37.57054304,127.0693903,33,201501,0.0,66,20,48960.0,52160.0,51200.0,동대문구
902,10493,37.53189289,127.067946,204,200607,4.8,105,32,121600.0,171200.0,156000.0,광진구
903,70141,37.56845908,127.0793755,55,200211,4.0,95,29,50720.0,60640.0,56800.0,광진구
904,6162,37.57002279,127.0744962,2182,200310,3.9,75,23,62560.0,94720.0,83200.0,동대문구
905,58305,37.57074065,127.0700207,34,201705,5.0,64,19,59200.0,59200.0,59200.0,동대문구
906,19101,37.5709561,127.067023,30,200405,3.0,69,21,40000.0,45920.0,44000.0,동대문구
907,4583,37.535793,127.052555,202,200009,3.7,78,24,53120.0,71520.0,64800.0,성동구
908,14252,37.57065806,127.0729392,31,200502,2.0,98,30,57920.0,64000.0,61600.0,동대문구
909,74480,37.5688656,127.056429,79,202101,0.0,70,21,90400.0,90400.0,90400.0,동대문구
910,50401,37.5711105,127.068789,54,201807,0.0,57,17,33920.0,57600.0,49600.0,동대문구
911,68950,37.5710543,127.0702098,46,201508,0.0,50,15,37600.0,56800.0,44800.0,동대문구
912,6056,37.57091928,127.0637162,228,200301,3.8,81,25,55040.0,76960.0,69600.0,동대문구
913,17003,37.57119339,127.0697295,36,200501,5.0,75,23,51200.0,60000.0,59200.0,동대문구
914,2967,37.57081177,127.0625796,600,199201,3.8,47,14,29600.0,62080.0,44000.0,동대문구
915,11760,37.53130805,127.0696516,83,200612,4.2,113,34,123520.0,123520.0,123200.0,광진구
916,14256,37.5708464,127.073546,40,200506,4.5,63,19,28800.0,49120.0,47200.0,동대문구
917,10969,37.57098254,127.0727403,56,200512,4.0,47,14,22400.0,69600.0,64000.0,동대문구
918,5,37.5363704,127.050762,123,199403,4.1,97,29,48000.0,50400.0,49600.0,성동구
919,15536,37.5710449,127.073065,39,200408,5.0,129,39,93760.0,93760.0,93600.0,동대문구
920,6008,37.53114173,127.0705475,214,200310,4.0,77,23,68960.0,98080.0,87200.0,광진구
921,14251,37.57124957,127.0722017,48,200412,3.3,59,18,41600.0,56960.0,48000.0,동대문구
922,8140,37.57147056,127.0702866,254,200208,3.9,131,40,63520.0,92480.0,76000.0,동대문구
923,17759,37.57177843,127.0676743,75,200611,5.0,104,31,47360.0,50080.0,48800.0,동대문구
924,10866,37.53063283,127.0717734,40,200108,0.0,106,32,106560.0,106560.0,106400.0,광진구
925,80313,37.57174283,127.0729901,54,201910,0.0,63,19,52640.0,58560.0,56800.0,동대문구
926,14255,37.57169557,127.073642,33,200506,3.5,61,18,31200.0,67360.0,63200.0,동대문구
927,3937,37.57141117,127.0603931,499,198907,3.6,79,24,40480.0,52800.0,47200.0,동대문구
928,4114,37.53769139,127.0463131,142,200108,3.8,80,24,85120.0,94400.0,88000.0,성동구
929,4537,37.57118353,127.0796184,91,199804,4.3,81,25,45280.0,74400.0,57600.0,광진구
930,13934,37.57255539,127.0760563,36,199907,3.4,73,22,11840.0,24000.0,15520.0,동대문구
931,5186,37.56920272,127.0510772,150,198312,3.8,61,18,32000.0,54080.0,44800.0,동대문구
932,18862,37.52954916,127.0757275,43,200507,5.0,100,30,72000.0,156800.0,83200.0,광진구
933,5020,37.56886494,127.0864935,182,199911,4.2,84,25,62400.0,135520.0,93600.0,광진구
934,12190,37.56657749,127.0460503,37,199507,4.0,113,34,74400.0,86400.0,77600.0,성동구
935,22654,37.57153131,127.0533948,2652,201410,4.1,82,25,82880.0,159520.0,105600.0,동대문구
936,10815,37.56986284,127.0496972,114,200609,4.2,83,25,59840.0,100640.0,80000.0,동대문구
937,5998,37.57287671,127.0806344,573,200211,3.5,67,20,50720.0,71680.0,58400.0,중랑구
938,15970,37.53090577,127.0841553,75,200511,4.6,67,20,44480.0,95200.0,80800.0,광진구
939,12568,37.52994431,127.0830138,33,200311,0.0,83,25,57600.0,66080.0,60000.0,광진구
940,4118,37.52947874,127.0839274,150,199705,3.6,85,26,61600.0,91840.0,77600.0,광진구
941,50139,37.5724759,127.085459,245,202012,0.0,79,24,104000.0,128000.0,115200.0,중랑구
942,38423,37.5715287,127.04761,764,201811,4.5,62,19,74880.0,97120.0,88000.0,동대문구
943,19425,37.5719923,127.087646,34,200101,4.0,67,20,32000.0,38400.0,37600.0,중랑구
944,24780,37.5726234,127.087078,265,201510,4.2,85,26,72640.0,140480.0,90400.0,중랑구
945,19822,37.57265376,127.0461582,725,201012,4.2,80,24,74880.0,94400.0,86400.0,동대문구
946,17743,37.53001864,127.0897929,82,200809,5.0,175,53,111360.0,217600.0,116800.0,광진구
947,19722,37.55129219,127.0245391,847,201205,4.0,84,25,90720.0,163040.0,110400.0,성동구
948,19990,37.5503178,127.021976,403,201207,3.8,82,25,81280.0,116320.0,98400.0,성동구
949,19929,37.55283872,127.0224528,401,201201,4.1,83,25,102400.0,144000.0,105600.0,성동구
950,3956,37.55245581,127.0267169,1707,200112,3.9,78,24,59520.0,101920.0,78400.0,성동구
951,6427,37.5496062,127.020539,336,200505,4.0,78,24,82560.0,113760.0,88000.0,성동구
952,37354,37.5546019,127.022719,1330,201905,5.0,44,13,99840.0,175680.0,119200.0,성동구
953,5646,37.54910035,127.027363,582,200110,4.6,78,24,68800.0,152000.0,93600.0,성동구
954,16466,37.54750947,127.0248353,75,197512,0.0,49,15,24640.0,24640.0,24800.0,성동구
955,728,37.55025311,127.0295,434,199604,3.6,81,25,58400.0,96640.0,63200.0,성동구
956,20022,37.5464431,127.024001,586,201208,4.4,77,23,94400.0,216000.0,124000.0,성동구
957,11010,37.55596701,127.0223179,169,200603,3.9,79,24,86880.0,123360.0,95200.0,성동구
958,6644,37.55015812,127.0179661,323,200507,4.0,80,24,73760.0,120480.0,85600.0,성동구
959,37269,37.5466768,127.026643,606,201802,5.0,80,24,107520.0,230400.0,136800.0,성동구
960,1393,37.55104562,127.0309534,644,199009,3.8,81,25,56960.0,90080.0,67200.0,성동구
961,33342,37.55540085,127.0189972,1156,201604,4.4,81,25,103040.0,168160.0,112000.0,성동구
962,3940,37.5461195,127.020077,1181,200105,4.1,79,24,80800.0,115840.0,93600.0,성동구
963,1349,37.55593319,127.0287462,2123,200011,4.3,86,26,74720.0,113280.0,93600.0,성동구
964,2933,37.54996373,127.0164406,1267,199409,3.5,82,25,64640.0,114400.0,82400.0,성동구
965,12313,37.54473322,127.0230886,888,200707,4.3,73,22,87840.0,136320.0,117600.0,성동구
966,6158,37.54706238,127.0173679,249,200301,4.3,114,34,95680.0,98880.0,96000.0,성동구
967,214,37.55289404,127.0325204,410,198909,3.8,81,25,56000.0,64000.0,60800.0,성동구
968,5361,37.55790135,127.0271172,3404,200012,4.3,83,25,71360.0,112800.0,93600.0,성동구
969,6323,37.55861547,127.0247045,758,200411,4.2,74,22,75520.0,92000.0,81600.0,성동구
970,211,37.5519369,127.03326,855,198610,3.9,85,26,60960.0,83040.0,72800.0,성동구
971,5665,37.55878512,127.0234189,605,200112,3.9,89,27,66720.0,96160.0,82400.0,성동구
972,729,37.55437159,127.0328379,636,199505,4.0,76,23,56160.0,79520.0,65600.0,성동구
973,20044,37.54758524,127.0153402,86,201001,4.6,109,33,89280.0,89600.0,89600.0,성동구
974,19589,37.55520061,127.0324671,457,201105,3.6,79,24,87520.0,125760.0,97600.0,성동구
975,10042,37.54674547,127.0156614,217,200703,4.0,106,32,97760.0,97760.0,97600.0,성동구
976,7625,37.54492156,127.0176526,68,200301,3.5,72,22,64480.0,87840.0,72800.0,성동구
977,18421,37.5566045,127.031756,465,200912,4.4,82,25,88960.0,166720.0,105600.0,성동구
978,2819,37.5581391,127.01789,1434,199912,4.1,79,24,67360.0,89920.0,81600.0,중구
979,2818,37.55506003,127.0144952,2282,199907,4.0,80,24,72960.0,108480.0,93600.0,중구
980,1392,37.54360591,127.0188789,566,199005,3.9,76,23,69120.0,124960.0,92800.0,성동구
981,6259,37.55854941,127.0298337,208,200509,4.4,77,23,93920.0,118400.0,100800.0,성동구
982,9867,37.559202,127.019512,461,200512,4.4,78,24,66560.0,112640.0,96000.0,중구
983,36223,37.54816208,127.0137153,1976,201611,4.3,82,25,106240.0,238560.0,130400.0,성동구
984,14081,37.55764389,127.0162048,72,200005,4.5,47,14,29600.0,40000.0,37600.0,중구
985,1367,37.55997115,127.0217578,942,199309,3.5,88,27,50720.0,99520.0,73600.0,중구
986,36892,37.5607485,127.024713,713,201707,4.3,67,20,91200.0,110400.0,97600.0,성동구
987,5645,37.55343011,127.0357392,1150,200110,3.8,79,24,71200.0,133440.0,92000.0,성동구
988,15041,37.54217144,127.0194126,269,200410,3.8,105,32,115200.0,117760.0,115200.0,성동구
989,33272,37.56079865,127.0270004,272,201604,4.4,78,24,81760.0,120800.0,92000.0,성동구
990,21806,37.54230858,127.0181906,297,201112,4.5,92,28,119200.0,249600.0,156000.0,성동구
991,6021,37.55559258,127.0354867,1410,200312,4.3,80,24,70400.0,121760.0,86400.0,성동구
992,19892,37.56136577,127.022401,784,201110,4.1,79,24,84960.0,113280.0,96800.0,중구
993,19931,37.5449806,127.013839,1511,201212,4.3,79,24,103520.0,219360.0,128800.0,성동구
994,4552,37.56138309,127.0258554,732,200110,4.1,87,26,56160.0,92000.0,80800.0,성동구
995,21321,37.54325679,127.0156923,50,197511,0.0,44,13,19840.0,36640.0,27200.0,성동구
996,394,37.56115918,127.027879,277,199603,3.5,97,29,61440.0,61600.0,61600.0,성동구
997,14076,37.55362241,127.01105,44,196809,3.5,48,15,25120.0,26400.0,25600.0,중구
998,5993,37.55306564,127.037251,375,200306,4.0,81,25,71200.0,105760.0,84000.0,성동구
999,19923,37.56044769,127.0167327,895,201112,4.2,84,25,107360.0,208800.0,122400.0,중구
1000,19225,37.56084483,127.0311068,82,200910,4.3,109,33,86080.0,133600.0,89600.0,성동구
1001,1315,37.56235198,127.0283774,480,198903,4.1,77,23,65120.0,104800.0,80800.0,성동구
1002,2907,37.54236321,127.0140401,1444,199904,4.2,85,26,80320.0,124000.0,97600.0,성동구
1003,38132,37.563197,127.024855,176,201906,0.0,62,19,89600.0,108800.0,100800.0,중구
1004,21323,37.5614078,127.015947,30,200704,0.0,61,18,47200.0,138400.0,70400.0,중구
1005,3730,37.5631381,127.026417,362,200106,4.3,77,23,59680.0,91520.0,72800.0,성동구
1006,38478,37.5555529,127.03832,1034,201806,4.7,84,25,107200.0,244800.0,141600.0,성동구
