학교명,위도,경도,구
서울노량진초등학교,37.51175038,126.9408242,동작구
서울토성초등학교,37.53188286,127.1156331,송파구
서울신대림초등학교,37.49215682,126.9058543,영등포구
서울치현초등학교,37.57591915,126.8146457,강서구
서울고원초등학교,37.49761122,126.8657993,구로구
서울갈현초등학교,37.61977964,126.9166834,은평구
서울조원초등학교,37.48417783,126.909581,관악구
영훈초등학교,37.61468188,127.0280933,강북구
서울신정초등학교,37.53207171,126.8523579,강서구
서울은명초등학교,37.59769681,126.9182758,은평구
서울오정초등학교,37.49016567,126.8264392,구로구
서울전동초등학교,37.57908329,127.0608053,동대문구
대광초등학교,37.57915104,127.0234459,성북구
서울돈암초등학교,37.59371444,127.0131036,성북구
서울금북초등학교,37.5574955,127.0235067,성동구
서울금호초등학교,37.55189794,127.0207529,성동구
서울정목초등학교,37.53652885,126.8700491,양천구
서울일원초등학교,37.48978808,127.0763669,강남구
한신초등학교,37.65335584,127.0324273,도봉구
서울창동초등학교,37.65536304,127.0448329,도봉구
서울고덕초등학교,37.56129361,127.1660799,강동구
서울명원초등학교,37.55128785,127.1505002,강동구
서울연광초등학교,37.62364876,126.923909,은평구
서울석관초등학교,37.61102206,127.0583553,성북구
서울묘곡초등학교,37.55871279,127.1530934,강동구
서울천일초등학교,37.54436122,127.1334367,강동구
서울강솔초등학교,37.56186963,127.1802671,강동구
서울가인초등학교,37.6594678,127.0429509,도봉구
서울명일초등학교,37.5545536,127.1425912,강동구
서울등서초등학교,37.55188439,126.8550381,강서구
서울아현초등학교,37.5558319,126.9562422,마포구
서울고은초등학교,37.58500184,126.9439749,서대문구
서울영등포초등학교,37.51294802,126.898215,영등포구
서울상천초등학교,37.64628513,127.0578888,노원구
서울어울초등학교,37.60656331,126.9350984,은평구
서울등촌초등학교,37.54761422,126.8579422,강서구
서울강동초등학교,37.5463638,127.1301872,강동구
서울양목초등학교,37.52391851,126.8614719,양천구
서울등마초등학교,37.54204371,126.8616672,강서구
서울청운초등학교,37.58592131,126.9692423,종로구
서울천동초등학교,37.5410159,127.1378287,강동구
서울우신초등학교,37.50986472,126.9118637,영등포구
서울이문초등학교,37.60189649,127.064885,동대문구
서울양재초등학교,37.47416538,127.0318861,서초구
서울월천초등학교,37.64804738,127.0517539,도봉구
서울세명초등학교,37.4688571,127.0910573,강남구
서울금나래초등학교,37.45823,126.8962417,금천구
서울정심초등학교,37.47199405,126.9082144,금천구
서울강덕초등학교,37.55954748,127.1604836,강동구
서울응암초등학교,37.58875319,126.9216161,은평구
서울해누리초등학교,37.49841159,127.1021242,송파구
서울항동초등학교,37.47701589,126.8241103,구로구
서울하늘숲초등학교,37.48415943,126.8414178,구로구
서울고일초등학교,37.55154262,127.1694101,강동구
서울가락초등학교,37.50002115,127.1076425,송파구
