,id,lat,lng,households,buildDate,score,m2,p,min_sales,max_sales,avg_sales,구,distance_park,distance_subway,distance_mart,distance_hospital,distance_library,distance_school,distance_eq_shelter,distance_fire_station,crime,cctv
1057,26568,37.5314743,127.025977,144,198206,3.5,115,35,115680.0,246240.0,159200.0,강남구,303.81373968826995,574.0898568123442,4256.855941792961,2862.1524230509563,423.169550629713,430.18743071584794,429.25017043043067,4301.453104898247,7356,6502
1058,17838,37.5711489,127.021589,1870,200812,4.2,79,24,71520.0,100160.0,87200.0,중구,514.2204993573083,1035.6531569728277,113.28878338342565,2447.5802186018473,222.1700538363923,673.5949748151661,491.20122248472427,24850.890950975936,3411,2333
1059,6394,37.54036962,127.0451063,580,200202,4.4,95,29,102560.0,109760.0,108800.0,성동구,131.5183473046711,783.077027338634,2420.076297934604,2509.3466501847256,444.26500327664564,146.67868195740024,161.74670375404165,1558.5308775160966,2362,3602
1060,21653,37.5341058,127.010638,38,200812,0.0,137,41,179200.0,370560.0,268800.0,용산구,167.45210617124297,1021.3398887545369,3542.1350664338215,536.2088121627772,598.4991815284112,720.1821947869915,165.5612197435772,3448.555230945827,2969,2383
1061,10776,37.5323043,127.032651,432,197611,4.3,108,33,109600.0,115840.0,109600.0,강남구,57.581381775508,723.5838194115256,3965.0624504678135,2853.1581865704957,257.3221364513826,171.27729187108267,188.4149831703998,3880.1700863420806,7356,6502
1062,59098,37.5394627,127.003289,68,201609,0.0,82,25,119040.0,122720.0,120800.0,용산구,639.4486030393506,148.14060757279896,2905.744237494135,623.5862328124068,577.2396906545462,205.77896256947383,162.5127632370565,2863.7003297415145,2969,2383
1063,22416,37.53913842,127.0032858,42,201112,0.0,99,30,108000.0,108960.0,108000.0,용산구,674.2362565103226,165.63653486672547,2901.4070663220177,588.2048687479897,545.3638013601322,204.164390506162,161.74085395007916,2856.1103481411205,2969,2383
1064,7170,37.53455022,127.0090785,125,197408,3.5,20,6,10080.0,67200.0,28800.0,용산구,300.15501076208113,885.5554108564869,3401.6958701935623,404.02705393895525,463.52110386223694,601.5137454659474,299.33802976710945,3311.446336332197,2969,2383
1065,19024,37.53877081,127.0033673,49,200606,4.0,81,25,94400.0,262400.0,144800.0,용산구,711.9876648299658,197.20535940112876,2904.499098761284,546.7090907912852,513.8542041149597,202.64850023967566,163.25789425262275,2855.4133001902064,2969,2383
1066,27242,37.57156923,127.0191304,66,197102,3.0,30,9,7040.0,20800.0,11040.0,종로구,192.1758128906756,289.93297719849375,15805.620930560563,1982.0451325954505,223.52433250955914,670.0023403707969,199.16670268068071,3547.9567304405036,3102,1772
1067,16154,37.53062652,127.0261389,388,198704,3.0,96,29,127520.0,130880.0,129600.0,강남구,305.35157582216067,479.40104771445107,4177.394637042553,2767.574602565805,398.03993928187936,432.95619509463546,423.7174770462825,4238.486346411001,7356,6502
1068,18232,37.57200083,127.023912,56,200701,4.0,97,29,76000.0,100000.0,82400.0,동대문구,207.74660745622327,1183.981785047597,1207.3975878396257,580.8708908406845,181.60480023777552,629.4892068622443,165.85389762018093,3871.0227960711236,3401,2497
1069,36524,37.5388101,127.044812,688,201705,4.9,39,12,71680.0,780800.0,289600.0,성동구,49.18914866607001,957.546638940368,2579.5777915883154,2663.794986789024,559.641069961647,284.9350675221097,248.341604058295,1716.652333384701,2362,3602
1070,10531,37.53149357,127.0322803,56,197906,0.0,269,81,304000.0,320000.0,318400.0,강남구,132.66868240751376,677.7677279683676,3910.1331204286766,2765.6353933480527,173.43399722046345,129.55305026140584,127.07914568815265,3849.729316517686,7356,6502
1071,4375,37.53421148,127.0086349,94,197010,0.0,28,8,22240.0,49600.0,42400.0,용산구,340.34153950819,884.4245921604098,3365.1201753254322,360.498093844131,422.0085173028507,616.2415694384292,339.052780552003,3271.9580668001245,2969,2383
1072,14039,37.5721312,127.0205659,109,197910,4.0,71,21,22080.0,83200.0,35200.0,종로구,231.47641016897924,368.14094485718255,15805.620930560563,2073.4537166562623,321.7629037567327,715.801895062476,292.71716532507736,3672.4404184478435,3102,1772
1073,12304,37.57008893,127.0119489,143,196809,4.0,31,9,6560.0,14080.0,7840.0,종로구,389.33751579545765,545.4585951083154,15805.620930560563,1534.382933032262,435.03988779796896,711.2129378800446,345.70460961509775,2928.439221831413,3102,1772
1074,6473,37.53447102,127.0079018,371,200404,4.1,42,13,46080.0,238400.0,102400.0,용산구,403.77618260753337,819.5140965942401,3298.677716230046,300.37250749804224,359.41794422205305,564.0287958111951,402.82964778146743,3207.5727604980275,2969,2383
1075,7171,37.53357717,127.0086801,80,200102,0.0,97,29,129600.0,209600.0,148000.0,용산구,349.5140044312175,939.5497968101113,3374.8405956448305,365.582249308591,430.0347274193189,682.0434446446867,347.43607016841406,3276.40099141568,2969,2383
1076,10779,37.5299447,127.028905,1288,197809,3.5,156,47,202400.0,320800.0,227200.0,강남구,203.20114344689708,401.0596140893945,3958.754971758542,2636.1223708045372,171.33451719352337,262.77316974366806,235.41722292700595,3992.2751607476293,7356,6502
1077,663,37.5652948,127.0451848,811,198612,3.0,61,18,32640.0,56000.0,48000.0,성동구,113.16267830704857,203.4562884540349,843.3415292313708,988.5293043278385,115.89649283073379,357.05864295235534,99.43642685817102,1386.5611373910672,2362,3602
1078,21288,37.5293684,127.027491,234,198407,5.0,116,35,136160.0,140480.0,136800.0,강남구,331.41523770530097,321.25761154650354,3993.70918416699,2601.341862024621,311.5068628304138,396.1271649309395,372.0935763839512,4063.378824275517,7356,6502
1079,12472,37.57226897,127.0151868,131,196603,5.0,28,8,10080.0,10880.0,10080.0,종로구,290.4602901882295,171.0428401030119,15805.620930560563,1635.7468603262084,154.84229638868297,445.5532839512883,190.6126318556575,3198.151874652238,3102,1772
1080,4187,37.53080797,127.035208,515,198104,4.3,115,35,109120.0,175040.0,135200.0,강남구,336.9292175988492,459.57240420471487,3701.2755770021736,2680.794738671708,402.23640266552746,398.4940981627199,390.408198109919,3600.2832630164144,7356,6502
1081,5031,37.572698,127.0323162,772,199410,3.6,61,18,44960.0,60320.0,54400.0,동대문구,728.0745470683067,644.5053645762696,471.03745480699496,178.49291091801982,418.8096332196328,539.0225543864043,442.9265386579761,3177.3854006809693,3401,2497
1082,5346,37.5310777,127.036978,286,197812,4.5,85,26,93600.0,280480.0,176000.0,강남구,456.9606590751051,437.6420411331583,3644.043559604426,2717.4018379915683,560.0982588816487,545.8629185265821,542.0817615263716,3500.6796440031067,7356,6502
1083,10955,37.56727119,127.0027664,43,200602,5.0,101,31,88320.0,90880.0,90400.0,중구,148.00901079839193,106.10579432066845,1827.259513310992,736.5608812903713,371.35354725085307,606.9443706818813,99.44225390809866,24850.890950975936,3411,2333
1084,1391,37.56945838,127.0425476,1017,199804,4.0,81,25,56480.0,113120.0,71200.0,성동구,381.1930673638812,381.68366706177795,1035.2364809255655,1105.8483887585169,303.9133259119476,132.99583892046158,177.3317406381447,1776.4473209442917,2362,3602
1085,5058,37.57239918,127.0110211,53,197301,3.2,74,22,32800.0,69600.0,53600.0,종로구,187.13826426116788,505.5514839680364,15805.620930560563,1312.8597376765504,217.94209960898914,512.222288405841,175.8689142829336,2830.809628865421,3102,1772
1086,4216,37.52979499,127.0360537,228,198012,4.0,115,35,96960.0,198720.0,132800.0,강남구,467.1650555554543,325.13112983760374,3566.1905455316532,2570.324471534153,484.96598115128774,507.7075034762808,492.84374321215074,3471.4444680015695,7356,6502
1087,6274,37.56892818,127.0436928,286,200406,4.5,76,23,62880.0,71360.0,68800.0,성동구,299.90241147746787,300.6111622154736,1036.0357861436064,1124.8749446603624,313.29478738141233,154.12097717150886,176.16323659446874,1736.7840699632443,2362,3602
1088,21030,37.53151939,127.0071186,35,200602,5.0,162,49,107840.0,107840.0,108000.0,용산구,575.4601539900984,1054.6750126531688,3267.6042123952343,351.70585033812193,271.83747022679574,864.8805253386522,572.325355156647,3151.1652095045815,2969,2383
1089,1621,37.5303167,127.0388009,936,197712,3.5,63,19,59520.0,136000.0,94400.0,강남구,638.1741941901298,360.9863266805473,3490.3000801569888,2649.649975021552,719.2860485816254,604.1145214045976,470.01998450697795,3324.359443644622,7356,6502
1090,59095,37.53287941,127.0042005,40,197507,0.0,64,19,35840.0,36800.0,36800.0,용산구,751.2399244988129,820.1901721850586,2990.786916132531,122.76876982331619,140.79434406924554,689.3413090951725,698.3021388195098,2884.0302438782223,2969,2383
1091,12281,37.5691765,127.0446302,38,200212,0.0,93,28,55200.0,117600.0,59200.0,성동구,213.21002736663556,213.51687389254874,1106.3267050157588,1201.8669439894356,324.7626828682599,240.68459546383764,250.65921293596705,1782.8806719023237,2362,3602
1092,21330,37.53029759,127.0077385,129,201003,5.0,69,21,84640.0,130880.0,102400.0,용산구,624.521859609677,1200.6745729094494,3346.251483760487,493.0739851799271,335.9597641803963,1008.102664063422,620.8200871555656,3220.5423595340344,2969,2383
1093,14142,37.52972091,127.0083312,119,200104,4.0,81,25,68000.0,112000.0,83200.0,용산구,642.375702195385,1281.3882572300065,3410.770835165626,575.5766202975146,406.60327623920995,1081.5866983215892,638.4436532248595,3281.2349330207257,2969,2383
1094,4009,37.52982238,127.0405022,296,197809,4.8,160,48,184960.0,326400.0,203200.0,강남구,614.9880269674425,382.3875092507801,3370.614420910202,2619.8675156271975,873.0231747385575,444.4552700434434,314.2663783035871,3176.7130544795823,7356,6502
1095,4039,37.53009573,127.0420817,90,198406,4.0,208,63,230880.0,265600.0,260800.0,강남구,581.5728057444817,502.7499524900685,3336.107959032095,2679.686520451194,844.7879519343447,337.6847707511675,243.73713109275442,3098.0820643036327,7356,6502
1096,121,37.57269418,127.0441251,225,198708,4.0,64,19,34880.0,44800.0,37600.0,동대문구,1433.1774918969634,804.9985650123681,618.4444972658501,1203.1443064568473,313.2282399399815,102.53804249899349,78.67026160667764,2208.516874495945,3401,2497
1097,10055,37.5513284,126.976253,90,200408,4.3,183,55,118400.0,124640.0,122400.0,용산구,208.29323876223734,296.1141040645949,1738.457808298842,3156.6795590507836,87.88181001759368,398.77979199087196,191.02141984109562,1962.6956419301434,2969,2383
1098,7173,37.55184367,126.9757911,226,198007,3.9,64,19,29920.0,40000.0,32000.0,용산구,140.84800036292822,253.6518021257474,1782.4405937543993,3224.0164575434337,108.03763957445233,460.41596633836065,143.09666560396022,2010.7138091819454,2969,2383
1099,27192,37.55114073,126.9749901,59,196912,0.0,13,4,8000.0,61600.0,23200.0,용산구,149.1127546782503,191.62702293803463,1689.3668181383546,3233.0463480524827,183.351280686281,402.44274024960555,120.18325865427937,1921.508821339363,2969,2383
1100,18280,37.55378401,126.9759625,136,201005,3.8,149,45,178880.0,259200.0,193600.0,중구,471.0252559887975,1139.157708811463,733.8112621434346,1598.6752313805416,468.77977041593863,988.4661797921493,570.8503345309259,24850.890950975936,3411,2333
1101,34879,37.555722,126.981153,340,197912,0.0,52,16,11680.0,11680.0,11680.0,중구,638.8724749428259,674.3927991182644,1081.9451456629802,1207.3718532717003,130.76429862462803,606.1066217546459,71.81091465799541,24850.890950975936,3411,2333
1102,20103,37.55126657,126.973623,278,201309,4.7,159,48,144800.0,400000.0,164800.0,용산구,106.06320352622151,76.45437714676223,1679.487883749479,3339.0549886728595,65.86187915593757,470.4409175391697,8.969939186471915,1920.0094921139917,2969,2383
1103,4471,37.55622732,126.9825213,117,197512,4.0,48,15,18400.0,42400.0,28800.0,중구,736.674583851815,564.3013354291792,1192.7347380657873,1120.196586387172,215.99713350333755,473.1443183834557,76.2771180808424,24850.890950975936,3411,2333
1104,14808,37.5567869,126.977695,45,197003,5.0,29,9,12640.0,36000.0,20000.0,중구,311.87263948786006,812.7132796735934,762.9948644651479,1235.0943063672378,124.20008625172439,865.4042174654574,354.6110799699171,24850.890950975936,3411,2333
1105,4480,37.5582491,126.979877,33,197605,0.0,56,17,35200.0,35200.0,35200.0,중구,483.61655923384814,563.9439080347328,954.7488258136558,995.5359162583229,135.88816298095867,629.884276820982,273.8577963104852,24850.890950975936,3411,2333
1106,19898,37.55825988,126.9819233,386,201111,4.5,46,14,72320.0,235200.0,141600.0,중구,663.4908946614285,415.56071480219117,1134.6427457115212,918.487647969016,282.96932987071,458.4193115796964,226.93886280846104,24850.890950975936,3411,2333
1107,18349,37.55912823,126.9806373,233,201001,5.0,143,43,138880.0,243200.0,160000.0,중구,566.9111686349283,460.5245976548762,1034.053778317106,877.4728622009826,212.54639059582874,544.2106922731775,334.54519208516,24850.890950975936,3411,2333
1108,18598,37.55940253,126.9832178,236,201008,0.0,175,53,171680.0,296960.0,248000.0,중구,658.6483036940489,246.6409628818062,1263.3853974839585,762.8499352979487,300.2242680547938,314.7122663317811,326.6597853388355,24850.890950975936,3411,2333
1109,9175,37.55501672,126.9672207,72,200504,3.7,70,21,68640.0,95680.0,93600.0,중구,218.16028585448242,1318.537964735269,321.79995995341426,2021.6381025323078,301.31625988361696,232.9012247192539,228.06230504682003,24850.890950975936,3411,2333
1110,7169,37.54242829,126.987879,47,198203,3.3,73,22,48160.0,57760.0,56000.0,용산구,174.3042908775016,1028.0975769653414,1668.977374306183,1747.2557367469494,212.38519376471584,347.83021655823296,154.66643550983005,1714.7007253732136,2969,2383
1111,19342,37.56017888,126.972067,137,200705,4.3,46,14,44000.0,84960.0,80800.0,중구,47.58474736560234,605.4511043718934,396.8298875082092,1348.6966932565624,153.13113943041225,732.4152604505343,527.7117301420255,24850.890950975936,3411,2333
1112,20171,37.55589242,126.9669532,181,201201,4.1,110,33,101760.0,102880.0,102400.0,중구,193.93638486897072,1261.477586006991,259.78049635686517,1983.5555032630125,271.65950487140674,160.8350695922226,134.7215504265051,24850.890950975936,3411,2333
1113,1007,37.54259783,126.9893952,130,199304,4.4,106,32,78720.0,78720.0,78400.0,용산구,108.15763635860348,967.8353237317984,1799.2403600807363,1647.2500874972213,104.53756025768202,300.81031190787144,106.8288579529457,1838.1735673243627,2969,2383
1114,37181,37.5553199,126.965759,199,201801,4.0,95,29,95360.0,116960.0,110400.0,중구,85.02590209113733,1380.5122216619964,380.8327460622389,2106.36706181379,168.2303671146037,129.47823086625186,97.6302957628751,24850.890950975936,3411,2333
1115,12346,37.55981789,126.991679,39,199911,0.0,77,23,43200.0,71840.0,56800.0,중구,640.582387792288,282.2871944363588,2008.0058250159132,636.5029429900709,315.0267786949283,399.524442501802,398.0892484897656,24850.890950975936,3411,2333
1116,166,37.54070928,126.9888252,400,199412,3.9,72,22,79840.0,104800.0,88800.0,용산구,256.70797909498845,827.6965004167184,1680.9805669797684,1578.1183172751294,179.57024366178135,481.37691400008634,240.72902357267105,1693.9319353076987,2969,2383
1117,1287,37.53984052,126.986938,95,198108,3.8,78,24,40640.0,45600.0,44800.0,용산구,244.51999973484246,886.0590957682801,1494.4953825850805,1686.397356704954,367.6073962049837,379.4972052498517,242.44751115450967,1502.1536079984933,2969,2383
1118,864,37.53992713,126.9879699,96,196911,4.3,44,13,20640.0,40000.0,26400.0,용산구,193.62389864641477,820.5939432007082,1584.9315797772967,1606.9159828280954,294.6628854382448,384.4521099657911,193.18278123489472,1588.842626614965,2969,2383
1119,14083,37.55955415,126.9672277,67,197106,3.5,26,8,12000.0,53600.0,23200.0,중구,183.27585904737091,985.2640384023247,280.7414917151786,1761.85932672123,526.6929313784741,390.4097957991312,95.69689214920567,24850.890950975936,3411,2333
1120,10267,37.56094914,126.968128,110,200603,4.0,103,31,102720.0,124960.0,116800.0,중구,77.73646134764728,842.3822084680063,392.28140351282934,1629.71576577749,360.21867299451156,564.6406011839908,239.72728298899244,24850.890950975936,3411,2333
1121,4059,37.55811561,126.9653043,712,200107,4.4,68,21,68000.0,104960.0,95200.0,중구,296.2694134506442,1214.0034882166735,340.27602602329335,1983.4427888942475,303.6676050420475,189.45301773052626,168.12367113361086,24850.890950975936,3411,2333
1122,20568,37.54039598,126.9697164,559,201402,4.0,54,16,71360.0,403200.0,148000.0,용산구,143.64801933463045,1085.261295603736,455.20152186844587,3154.888715821805,201.89214015883945,279.4285676317788,121.9003459218982,720.2947348324772,2969,2383
1123,22737,37.55991797,126.9666028,98,201112,4.8,43,13,55200.0,68000.0,59200.0,중구,212.27565872658687,1013.5956057259779,346.38540514159206,1796.5908350401328,530.3066310585499,407.62335217199495,63.82260505450657,24850.890950975936,3411,2333
1124,15010,37.5563114,126.996027,31,197602,0.0,114,34,59200.0,97920.0,89600.0,중구,903.6663339571197,533.3857204525688,2378.476736588653,961.8504032178926,285.99952759754945,734.7219025000004,732.7738926296375,24850.890950975936,3411,2333
1125,36919,37.5547245,126.963275,1341,201708,4.6,84,25,119200.0,134400.0,123200.0,중구,159.6677190393842,1585.6247451379713,598.318205700105,2325.448598752523,60.231892494757524,256.0325118129294,181.1337383340435,24850.890950975936,3411,2333
1126,70204,37.5401659,126.968657,55,201805,0.0,21,6,28000.0,47040.0,41600.0,용산구,172.02898370359318,1048.4249757623988,455.66013065383373,3240.370827179241,192.99052004323622,311.8917735336783,152.33919134749996,722.5749974089003,2969,2383
1127,23720,37.5415304,126.96671,32,200607,0.0,130,39,44640.0,86400.0,65600.0,용산구,215.7465027008207,1199.9447013161057,668.1442374337533,3442.2514724067314,155.76176614476609,285.38080583893066,135.89567611217282,931.0728903357142,2969,2383
1128,21286,37.54998036,126.9619222,39,200808,3.7,106,32,44800.0,109600.0,49600.0,마포구,359.5167080588493,1129.3254244048262,2177.210993499246,14980.100112600403,168.09629643055462,330.9195090843804,263.5490084789988,2534.620688933285,3688,2421
1129,20467,37.56315157,126.9696528,84,200611,4.5,60,18,43200.0,87520.0,68800.0,중구,138.03082409675042,639.8068726892884,629.9494193044864,1430.5630631062947,81.36153692799849,794.0210992218667,399.8493911472514,24850.890950975936,3411,2333
1130,33173,37.5636191,126.970314,296,201607,4.8,42,13,65440.0,213760.0,133600.0,중구,90.98041721176807,575.1134885633577,688.5089368875911,1362.6588031386864,17.39167274727411,718.6840536229672,353.8207440889498,24850.890950975936,3411,2333
1131,10919,37.53861576,126.9703326,188,200707,4.8,112,34,88160.0,115520.0,107200.0,용산구,61.68233292084956,902.9835554920056,251.87857298036326,3062.333363260644,371.40898368540286,386.90788446412444,60.58181138873398,515.303042107993,2969,2383
1132,15974,37.53884628,126.969803,47,200605,3.4,76,23,70400.0,115200.0,92000.0,용산구,43.581824694890955,917.2153882455939,284.7449073485425,3112.7440789256225,359.9391250016885,433.49082990761104,52.75524098186005,551.4345265414968,2969,2383
1133,4413,37.5628236,126.968107,107,197101,3.3,39,12,21600.0,24000.0,23200.0,서대문구,219.4891574129136,1622.7438969028403,15805.620930560563,2427.9815675194304,111.52435309123457,207.33662999064163,181.01222456281914,3066.54425510193,2533,2940
1134,9068,37.5602454,126.9647601,258,200409,4.7,43,13,37600.0,52480.0,48000.0,서대문구,210.87298187163097,1705.3409135014956,15805.620930560563,2143.9161515752094,365.1642834607341,358.4088538321697,335.94864883008904,2926.469937384218,2533,2940
1135,15450,37.53725406,126.9728585,160,200710,4.0,121,37,115520.0,150400.0,131200.0,용산구,71.43031397716821,852.644597154278,225.2711052979744,2819.395013971486,390.4086320269529,184.43766736306165,78.93888806307767,371.9619408017077,2969,2383
1136,17930,37.56189997,126.9659274,180,200810,4.2,78,24,94560.0,104320.0,103200.0,서대문구,3.1007204331880165,1593.6312152507105,15805.620930560563,2235.4209000574883,283.09301992085454,161.44136496170978,131.89200149407714,2932.4384475134493,2533,2940
1137,10054,37.53834873,126.9690474,95,200406,4.0,62,19,48000.0,89280.0,72000.0,용산구,24.511187001009908,851.2885623861341,258.732647405917,3169.3552579886255,282.0752886753628,433.4966802086327,27.29685263561024,522.6881741885622,2969,2383
1138,9161,37.53786242,126.9699256,266,200511,3.8,73,22,77600.0,168000.0,97600.0,용산구,69.09587141109756,812.9138512657397,176.56394893599222,3084.785814660432,286.17965933146206,340.74790812756737,60.15632237954715,443.7395155404974,2969,2383
1139,79194,37.539224,126.96739,55,202104,0.0,26,8,54400.0,85600.0,59200.0,용산구,198.40207218924485,940.6979592534373,424.28136363479575,3329.568967186957,310.08076884365875,447.1867623926023,198.6977801476497,678.5064920613793,2969,2383
1140,9167,37.53653322,126.9727095,310,200512,4.2,123,37,109440.0,149280.0,130400.0,용산구,114.57885612480398,778.4797336663396,189.91212724563377,2823.1443004425237,434.135708464868,103.23012368160131,87.56651055808913,292.03550480057953,2969,2383
1141,22630,37.53778287,126.9688982,232,201503,5.0,113,34,108480.0,126240.0,112800.0,용산구,50.18254238408258,787.1596024102595,216.21000328944575,3173.2950263924313,221.0023659871029,402.37372090691116,44.25792473324075,472.6024333434862,2969,2383
1142,82186,37.548761,126.95994,51,202005,0.0,25,8,32000.0,64800.0,51200.0,마포구,465.1439438188916,909.1265061616203,2024.628521197799,14980.100112600403,156.81069737769357,451.52790207109723,389.63577997207244,2360.0340196520287,3688,2421
1143,6018,37.55102475,126.9596131,683,200406,4.0,80,24,80000.0,101280.0,96000.0,마포구,220.24665860266623,1042.7262957951943,1964.110989121504,14980.100112600403,101.97629689612812,215.91667568400766,169.0912006392244,2337.309892148698,3688,2421
1144,18408,37.5382464,126.9673,260,201004,4.3,108,33,99680.0,220800.0,123200.0,용산구,167.85863053843792,832.3456145104949,356.45659624319745,3320.0110735512494,239.13244861074344,360.93686555230994,164.85470852484053,594.708918720443,2969,2383
1145,8938,37.5629485,126.965121,95,198710,5.0,135,41,62720.0,62720.0,62400.0,서대문구,133.83044694611365,1457.0895619833227,15805.620930560563,2165.3315687324257,242.18926991348192,78.32247450415765,85.6970547579169,2819.0324313261353,2533,2940
1146,7182,37.56242379,126.9959299,284,197005,3.6,71,21,26400.0,169600.0,42400.0,중구,436.07154797737127,115.72522125851027,2428.5348887694527,290.54884949788396,210.07151987048374,470.5829015362556,331.7344485078957,24850.890950975936,3411,2333
1147,10922,37.53744007,126.9673641,72,200412,4.2,95,29,75680.0,96000.0,84000.0,용산구,180.91409495441204,742.5288831563488,306.96447623755364,3302.6921240931906,149.3632704196352,299.23110680892563,175.75832051701184,523.8819488955075,2969,2383
1148,14250,37.53675563,126.9685502,208,200701,4.0,103,31,96000.0,114240.0,104800.0,용산구,110.6720645629776,670.0227864271598,183.2374717525156,3190.5233111410807,113.76944680915935,351.5637760065085,161.1504508326771,396.86635583149314,2969,2383
1149,4403,37.54201549,126.9618131,61,196907,4.0,66,20,33120.0,140800.0,46400.0,용산구,269.61439473816273,1354.1741578724743,995.7158241528134,3874.4357286581253,12.678266977809631,119.34367337280842,136.75650970446412,1229.8274383395665,2969,2383
1150,4353,37.55641257,126.9592027,208,199810,4.3,64,19,59200.0,75200.0,68800.0,마포구,179.81748938421748,1506.3698578004655,1980.7285953723706,14980.100112600403,298.5344717533265,268.838448282378,186.8151284202257,2423.434561620513,3688,2421
1151,12431,37.5632293,126.964075,97,196906,3.0,33,10,17600.0,64640.0,34400.0,서대문구,217.2133041032661,1383.1309702052947,15805.620930560563,2074.5810730571966,153.6391834279282,157.08484537172797,177.41541628770597,2722.1243429087467,2533,2940
1152,22566,37.5384572,126.9948676,32,197105,0.0,104,31,70400.0,75200.0,72800.0,용산구,433.8299169523274,369.4204154604217,2155.3228785931383,990.9782107143956,562.6718859748835,671.4927007748091,242.16032504756808,2114.6999715533725,2969,2383
1153,15803,37.53608545,126.9691705,280,200707,4.4,108,33,98240.0,113760.0,106400.0,용산구,81.68034902912225,605.334029957808,126.81503810262178,3129.5645540591613,142.54186285766906,302.62469227274016,226.343797232957,304.91488490629155,2969,2383
1154,36411,37.55534744,126.9585953,497,201702,4.1,84,25,91520.0,152000.0,113600.0,마포구,61.87343513711641,1376.6882014497382,1903.2803327773488,14980.100112600403,171.31135634180072,214.30934273288997,191.1001486631245,2336.48993694279,3688,2421
1155,24631,37.55346414,126.9581496,1164,201504,4.6,85,26,113600.0,156000.0,131200.0,마포구,187.22644001714463,1175.5537644544615,1836.5784896551183,14980.100112600403,105.44055529493667,233.5780362651546,276.5111828696275,2247.413119797426,3688,2421
1156,37976,37.5395788,126.963489,478,201904,4.0,81,25,112800.0,159200.0,128000.0,용산구,527.5980051223028,1047.786316994617,719.5300086476713,3675.158855806067,171.20218330333057,210.55638230394803,202.1967209017933,936.159314296587,2969,2383
1157,14817,37.56375727,126.9958076,175,196805,4.0,42,13,19200.0,55200.0,24000.0,중구,428.7511561175263,259.8533365482223,2455.808850538838,149.55349587545413,155.00977037127385,518.9108020418033,205.13848599364195,24850.890950975936,3411,2333
1158,15009,37.56728552,126.9703439,36,196506,0.0,44,13,43840.0,47840.0,47200.0,중구,102.66916240206419,600.7829660645784,1093.274765424453,1340.784154904574,63.61042381225714,429.85710415109395,90.30213171511946,24850.890950975936,3411,2333
1159,20827,37.56260901,126.9627715,46,201011,0.0,102,31,77760.0,77760.0,77600.0,서대문구,286.12610160341995,1393.1730509774586,15805.620930560563,1957.2725934738153,50.02532419724481,278.2407480930107,271.7285170956622,2647.900017663477,2533,2940
1160,11022,37.56185912,126.9619479,108,200805,4.3,108,33,85760.0,86720.0,86400.0,서대문구,348.1417736310863,1443.4299963065514,15805.620930560563,1884.8221267002348,124.80706915930773,370.3582507829939,364.9468125263556,2622.48686186598,2533,2940
1161,17931,37.56251394,126.9978269,273,200912,4.5,102,31,106240.0,150720.0,127200.0,중구,275.8627916318218,234.86137515112435,2416.2265845303373,368.34832773656467,144.61812160298396,306.8967339353817,306.74281301664274,24850.890950975936,3411,2333
1162,3938,37.54637865,126.9580314,458,200010,4.2,78,24,79680.0,97760.0,85600.0,마포구,331.6899068426449,641.2502396778885,1931.1333773372478,14980.100112600403,201.03504995029215,289.99503585025167,350.7532838896678,2216.115074738381,3688,2421
1163,7151,37.56368673,126.9632056,83,199212,5.0,100,30,68480.0,82560.0,71200.0,서대문구,308.43541793187933,1301.8368070923098,15805.620930560563,2001.4443397202526,111.6563936723765,161.18531914568555,153.70813960465674,2631.4187005360063,2533,2940
1164,16746,37.5618877,126.9611873,36,200505,5.0,100,30,59200.0,60480.0,60000.0,서대문구,415.14060563076396,1418.9231847358742,15805.620930560563,1817.724281663712,156.0566099698554,387.5043920249368,383.26047395675283,2562.44305997772,2533,2940
1165,14140,37.5443174,127.0014891,130,197204,4.0,73,22,62400.0,388800.0,107200.0,용산구,344.47991297784,481.20652138740206,2866.425225560486,1184.611379523687,1031.2456225873964,674.3101623605152,261.0440895619863,2876.5050112249673,2969,2383
1166,19732,37.5361874,126.966497,867,201104,4.2,81,25,97120.0,190240.0,130400.0,용산구,124.67125419175568,611.9261536255615,359.37036080013576,3365.4855771301227,93.6549839475559,159.854114794587,135.22665651771024,501.74906169413225,2969,2383
1167,20833,37.56829114,126.9707736,98,200809,0.0,146,44,124800.0,272000.0,168000.0,중구,80.1550150506397,608.849274131974,1208.6447704854656,1319.8240435773737,81.90818214345563,353.65070724774125,201.50407128345364,24850.890950975936,3411,2333
1168,79222,37.5686743,126.971981,58,202008,0.0,160,48,320000.0,888000.0,409600.0,종로구,217.8154915512704,559.3631778617438,15805.620930560563,355.692125182448,201.5407843017544,1077.1588429962478,414.3209113599403,767.7055123360357,3102,1772
1169,7180,37.56068314,127.0000543,119,198105,3.7,56,17,41760.0,85600.0,42400.0,중구,324.2708389120512,406.485436179926,2336.14649207734,651.1652488182773,160.13971741919138,175.10126423544054,240.70132796446126,24850.890950975936,3411,2333
1170,10448,37.53332901,126.9732437,130,197011,3.7,32,10,10240.0,18400.0,14400.0,용산구,224.11000897479053,565.6613115336353,411.29088720416394,2762.2563272436564,233.44013452666994,261.26552710259415,240.83905176164973,172.75115322048939,2969,2383
1171,16947,37.53396675,126.9709318,146,200706,4.6,102,31,100800.0,132000.0,112000.0,용산구,312.4335451551791,455.7260217307463,267.8555277769389,2965.249088439268,111.36464586352548,232.16655809390613,178.80605545192503,54.07790478433505,2969,2383
